sampleID,path_name,pathID,Activity,Consistency
GSM439778,west nile virus(BioCarta),100001,0.4377443648102374,0.5032387830610419
GSM439778,wnt signaling pathway(BioCarta),100002,0.20691536981041908,0.33509168986271737
GSM439778,wnt lrp6 signalling(BioCarta),100003,0.019023230742592982,0.2880901550907387
GSM439778,visceral fat deposits and the metabolic syndrome(BioCarta),100004,0.6980309296973856,0.6628463912181322
GSM439778,hiv-1 defeats host-mediated resistance by cem15(BioCarta),100005,0.48017921524927165,0.450436624361518
GSM439778,vegf hypoxia and angiogenesis(BioCarta),100006,0.3133433490242155,0.42522044454636865
GSM439778,control of gene expression by vitamin d receptor(BioCarta),100007,0.35340135870645417,0.35340135870645417
GSM439778,ucalpain and friends in cell spread(BioCarta),100008,0.2331497729232176,0.2880056457648569
GSM439778,g-protein signaling through tubby proteins(BioCarta),100009,0.8137677786155577,0.8102848281248479
GSM439778,tsp-1 induced apoptosis in microvascular endothelial cell(BioCarta),100010,0.7366752476210049,0.7351307480876936
GSM439778,trka receptor signaling pathway(BioCarta),100011,0.39239639125811343,0.4874785230396921
GSM439778,tpo signaling pathway(BioCarta),100012,0.5926602579937034,0.6175559223842747
GSM439778,toll-like receptor pathway(BioCarta),100013,0.17513141708121405,0.3175187041784849
GSM439778,tnfr2 signaling pathway(BioCarta),100014,0.004451816681644777,0.1761703668939823
GSM439778,tnfr1 signaling pathway(BioCarta),100015,0.004765395230163976,0.18507251915034975
GSM439778,chaperones modulate interferon signaling pathway(BioCarta),100016,0.4558304808469451,0.5295998147189457
GSM439778,tgf beta signaling pathway(BioCarta),100017,0.11032354295940383,0.3160519884623544
GSM439778,trefoil factors initiate mucosal healing(BioCarta),100018,0.29099565047082804,0.40903974876949856
GSM439778,overview of telomerase protein component gene htert transcriptional regulation(BioCarta),100019,0.5443787819244016,0.6445736499591224
GSM439778,overview of telomerase rna component gene hterc transcriptional regulation(BioCarta),100020,0.6906129499605558,0.6713825134576501
GSM439778,telomeres telomerase cellular aging and immortality(BioCarta),100021,0.20845344484403755,0.37840151642000913
GSM439778,t cell receptor signaling pathway(BioCarta),100022,0.5043282771152421,0.5951253088741281
GSM439778,lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta),100023,0.3578975519335484,0.5453974929486459
GSM439778,yaci and bcma stimulation of b cell immune responses(BioCarta),100024,0.0,0.2574615136555924
GSM439778,basic mechanisms of sumoylation(BioCarta),100025,0.29825142150596257,0.4113854345293092
GSM439778,tnf/stress related signaling(BioCarta),100026,0.3188547258194556,0.4063173395134705
GSM439778,stathmin and breast cancer resistance to antimicrotubule agents(BioCarta),100027,0.048635286073888735,0.30369196482469346
GSM439778,stat3 signaling pathway(BioCarta),100028,0.5641445836935738,0.6153981745480647
GSM439778,sprouty regulation of tyrosine kinase signals(BioCarta),100029,0.2614476995910343,0.3250818497005983
GSM439778,aspirin blocks signaling pathway involved in platelet activation(BioCarta),100030,0.5260587118845228,0.5669843072125208
GSM439778,sodd/tnfr1 signaling pathway(BioCarta),100031,2.834630161936479e-06,0.2142436462513898
GSM439778,map kinase inactivation of smrt corepressor(BioCarta),100032,0.5528460003970666,0.5806356418647014
GSM439778,spliceosomal assembly(BioCarta),100033,1.0734023758796306e-10,0.19047619036121652
GSM439778,e2f1 destruction pathway(BioCarta),100034,0.02984226053891758,0.28188108519314997
GSM439778,granzyme a mediated apoptosis pathway(BioCarta),100035,0.04671023750001032,0.2182233404380595
GSM439778,regulation of splicing through sam68(BioCarta),100036,0.13640544416494507,0.24572562440743215
GSM439778,how does salmonella hijack a cell(BioCarta),100037,0.19580794490074874,0.28153190604060147
GSM439778,srebp control of lipid synthesis(BioCarta),100038,0.47579925040864707,0.5175923698753355
GSM439778,rna polymerase iii transcription(BioCarta),100039,0.08937344433987772,0.22586154857718307
GSM439778,double stranded rna induced gene expression(BioCarta),100040,0.4927389006235242,0.5737714304015306
GSM439778,rho cell motility signaling pathway(BioCarta),100041,0.25253754982546023,0.37715457358635207
GSM439778,visual signal transduction(BioCarta),100042,0.26422549055038475,0.30790942812778155
GSM439778,acetylation and deacetylation of rela in nucleus(BioCarta),100043,0.10293881700614758,0.3879836818102083
GSM439778,inhibition of matrix metalloproteinases(BioCarta),100045,5.576651082214304e-10,0.03712162629410645
GSM439778,rb tumor suppressor/checkpoint signaling in response to dna damage(BioCarta),100046,0.5062155295436959,0.5854594676114342
GSM439778,ras signaling pathway(BioCarta),100047,0.3733724703580632,0.4540712220332869
