path_name,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
1- and 2-Methylnaphthalene degradation(Kegg),0.6328758897852871,0.6568073588627594,0.5571374574771059,0.42418412571906866,0.4731685834913276,0.4384919238680933,0.46656041545202087,0.6424995607137347,0.6233386364669534,0.5824046074313887,0.56237043705033,0.6328758897852871,0.47155402604641306,0.5824046074313887,0.536380197056192,0.595516491660086,0.5580105545327411,0.5637061179271404,0.6411298723410667,0.5768183709994488
1-4-Dichlorobenzene degradation(Kegg),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Chloroacrylic acid degradation(Kegg),0.7790109375555868,0.817806409011182,0.7960392923009602,0.7341001440565741,0.6891504140020146,0.7231824291854129,0.829728825573337,0.7918424987935171,0.7252068172636981,0.7249633370211601,0.8279479177375898,0.7960392923009602,0.7439057327555586,0.7249633370211601,0.6753948402354476,0.7597340191069736,0.6782025161509747,0.8195873168469293,0.6859881071420729,0.7575602962235899
Acute myeloid leukemia(Kegg),0.3598993530018502,0.3654812791251077,0.3987139871825105,0.34553647009987176,0.3440962006574205,0.31636189495886735,0.3778236279913745,0.3839839828879806,0.4601133927060346,0.3422762627031695,0.39231393122851205,0.29149979564870654,0.3374031846455234,0.35575763192586335,0.3662635171520249,0.4232150026076187,0.36188305287083666,0.2573526684419456,0.3774898994053162,0.3339498364919833
Adherens junction(Kegg),0.23323563764663383,0.24364706401399425,0.28954970333074986,0.22851871148617864,0.17891202476805526,0.21512295567722706,0.28006586692559254,0.3062176601125876,0.2698941822218438,0.28198702586956187,0.30984596559204874,0.3067174121949386,0.2947967138893184,0.25578338344125573,0.27215009789622374,0.3027861550556764,0.24744246063790762,0.1981800150340795,0.2153402257258084,0.2971611021995845
Adipocytokine signaling pathway(Kegg),0.4096693950360638,0.4033204029892145,0.40858313968380805,0.3925484905074128,0.3670512638555149,0.37958392368912497,0.4581887740761246,0.41289074397283326,0.4705617718014586,0.44684431598920976,0.39467320732564265,0.4488700292883886,0.4013090239557067,0.4689103487484196,0.4789082580248628,0.472773744934567,0.4639999033226616,0.44732289363069677,0.4260622637284534,0.3870637383624735
Alanine and aspartate metabolism(Kegg),0.3762925718101939,0.512247137169187,0.456005302604139,0.34633602570348965,0.31883313484472775,0.4807000977678688,0.4881276515669141,0.49190054143315626,0.3689363640179389,0.5304608708534355,0.4511425286199602,0.5194578661486638,0.48683825736529335,0.5201356625042131,0.4872735665603342,0.4104247084848157,0.5399282564590837,0.5281547876917186,0.5358833848481896,0.4631283093566501
Alkaloid biosynthesis I(Kegg),0.24813171070342432,0.31482414986148705,0.31210414313778756,0.14051574302496275,0.21205894890413882,0.16991585856725255,0.31646832080518517,0.31646832080518517,0.3256829788754418,0.29168338738358923,0.24381440560445833,0.2736369706828176,0.32732714981913996,0.24653713193474547,0.31482414986148705,0.22316537976392034,0.31482414986148705,0.30461752012026,0.26476362804357595,0.23402420877787514
Alkaloid biosynthesis II(Kegg),0.4333315213078204,0.14470210033179895,0.16305622160083152,0.423599521508298,0.34129079162517667,0.25510202139523225,0.3017648740440934,0.44737825784802693,0.41235452438676723,0.32751766574564084,0.44737825784802693,0.4377559233163459,0.22641788747954086,0.2342643248949338,0.20715905992954156,0.33685156514015047,0.16352251240787552,0.17121159348650228,0.42908344501568735,0.3658852190343738
Allograft rejection(Kegg),0.3794280715334854,0.2686180384725126,0.25595589983844463,0.39340110649585114,0.3313977151451511,0.33359935920761086,0.3264348940375962,0.39733175158980205,0.4649761029589321,0.5301021578162373,0.3851456831052194,0.2918503093279572,0.4373362845651051,0.27419832343901906,0.5038392267661166,0.4373673088537921,0.20651200540359246,0.15361072053790667,0.3948483182178779,0.27291046382740103
Alpha-synuclein signaling(NCI/Nature),0.16024846466162856,0.05924277593545816,0.1266093172930204,0.18320927626679606,0.1440752071452812,0.20656727706379277,0.15677678269554324,0.18840305303862814,0.16333298750834824,0.12741350117863398,0.25537883996506905,0.2190684868577081,0.12944834448111092,0.21196383766577173,0.14034153545190273,0.23313098759266143,0.053808692849830524,0.04558064024161023,0.1569300422206205,0.058377907052125054
Alternative NF-kappaB pathway(NCI/Nature),0.11952829853046754,0.4265069335226883,0.11028487232799541,0.05350697110085693,0.022355037266271714,0.05259628172437009,0.01646859584383742,0.038980560510228815,0.5493506096847914,0.14599255168203676,0.4823267470401501,0.15591025553946805,0.03675464166665525,0.23063972223349025,0.6045722952862072,0.45260082577608113,0.6184806147103263,0.4044600866980011,0.22889949146767735,0.41135782031453544
Alzheimer's disease(Kegg),0.6637369610972734,0.2707072621198665,0.4794328189472735,0.42581694357686883,0.6425818711487198,0.5474964985161953,0.6000894827165262,0.6871455512281489,0.31966825168254615,0.3804921662197077,0.6294684187608149,0.44453978261183136,0.3720009439207078,0.4112281799529765,0.5896528214177886,0.6930734302036404,0.30099046166964777,0.3197327592540545,0.6061714272130693,0.4224824774088254
Aminoacyl-tRNA biosynthesis(Kegg),0.33458694823697716,0.4200876007536835,0.4906773824482132,0.39753834457918713,0.29109009614317377,0.37496838905911845,0.5002501754423528,0.5172939918931421,0.44899817344270315,0.4502233585451905,0.4188325659725849,0.48595799646925414,0.5498969522741987,0.399858059356419,0.4205817418407716,0.36141334736303193,0.4506265269663463,0.4479957747568579,0.3372230232254036,0.4452329353666466
Aminophosphonate metabolism(Kegg),0.20533249067679904,0.1694328544966381,0.2228629660328754,0.2096977180560237,0.1694328544966381,0.2228629660328754,0.2228629660328754,0.1694328544966381,0.1694328544966381,0.2096977180560237,0.2096977180560237,0.19007027147134437,0.18667344232609615,0.14822701192336452,0.19007027147134437,0.2228629660328754,0.20533249067679904,0.18667344232609615,0.1694328544966381,0.19007027147134437
Aminosugars metabolism(Kegg),0.5746041134232673,0.5453660584260346,0.5552892222838637,0.6532102565055571,0.4711274829421091,0.497777972094304,0.5973361801153622,0.6167093666483582,0.5346629171683763,0.47966104613512256,0.6347551108326865,0.5377259295980256,0.49100294269364164,0.44727525665508205,0.5378410194146549,0.6557598547016413,0.46026251993811074,0.4055794267744888,0.5488540636987097,0.5612792042553286
Amyotrophic lateral sclerosis (ALS)(Kegg),0.3633457185082081,0.5933847712571244,0.5322289978790558,0.4853259808018733,0.4811269643687355,0.46782003171820735,0.3916864669102357,0.6590981549501788,0.7118077235261192,0.7407384490306251,0.5072896040957303,0.7068743603153611,0.7160815868644959,0.6517328484938326,0.6985339673579725,0.5818800218972584,0.6989907725798478,0.5157711618197878,0.7101985549325525,0.7247659522066617
Androgen and estrogen metabolism(Kegg),0.4043350355879297,0.34608937575843385,0.38494442362754944,0.3930345663432547,0.35890472980286175,0.38103592056360264,0.4008376310191565,0.34607949398426524,0.32323022753056635,0.34110352754803036,0.38189780455119576,0.3572675004511017,0.40251312923930405,0.38173852283291554,0.3238536685927151,0.36136653063816937,0.3651218083314042,0.3965411495018939,0.37033725756800095,0.30775224771065984
Androgen-mediated signaling(NCI/Nature),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature),0.13230504455627765,0.1870554681686774,0.13506724363339412,0.1262111979834114,0.1345381577822041,0.13532835524651898,0.12104292223938624,0.19368966756807468,0.19221979291405894,0.18402795280974735,0.15184062692350725,0.13196194788203555,0.1843809184097605,0.12731074543477935,0.12489248608436042,0.12415671117052338,0.13212872734820233,0.14547448169224128,0.13967395231378874,0.1623024458237292
Antigen processing and presentation(Kegg),0.22242709511124042,0.11962604043435866,0.2219560684745461,0.16623998710990964,0.24084560632429122,0.20873402824999998,0.28014087127475235,0.22269673885875169,0.19265922296328988,0.16750332276021884,0.22241600710331003,0.21150692829178894,0.20578717316061562,0.11621690943010893,0.20663272264731025,0.17966205666761342,0.28900050255376086,0.17551890371805173,0.09913049895170897,0.2614497455612316
Apoptosis(Kegg),0.267033245423661,0.3357094414988682,0.28574502544584807,0.3698942875968066,0.26778324596459985,0.3558811778162508,0.28050717675211234,0.3012930301458476,0.35061595815375857,0.32126285223902024,0.32506180081928104,0.3473849537403944,0.28049868938497213,0.33088801518270883,0.36984696688431806,0.35853894511093337,0.3465992592016954,0.24576512893370409,0.32782532213534493,0.3646062425470141
Arachidonic acid metabolism(Kegg),0.5228834227210476,0.5386697093603073,0.5542966868953674,0.5553168872025228,0.4796700350201168,0.5478670301160286,0.5120454991911165,0.5484228384271094,0.4976196791839073,0.5622641914020324,0.5298464505914734,0.5497836722466638,0.561764103899448,0.5106055820187542,0.5176596481037321,0.5784570942087388,0.4820206949525058,0.5092099679931639,0.46057534031035946,0.5834833769881979
Arf1 pathway(NCI/Nature),0.15623958779414135,0.1763556929359865,0.13755517793316646,0.10719733739787124,0.06742211099534276,0.1293082841698308,0.06632176831055069,0.19423911092731022,0.30546500292596185,0.13598026089070073,0.25078175647442985,0.07490938680963548,0.13750344965353234,0.06487056027839037,0.19771851336258026,0.21877831890925248,0.14116832238828067,0.0954914062573746,0.12179309055328189,0.2742489731131772
